                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                0.73829,                0.55878,                 1.2161,                0.74655,                0.78947,                0.74252,                0.52628,                 1.5983,                 1.0154,                 2.1542,              0.0014416,              0.0014416,              0.0014416
                    143,                0.83435,                0.51493,                 1.2558,                0.74795,                0.78947,                 0.7631,                0.53636,                 1.6621,                0.98797,                  2.234,              0.0014377,              0.0014377,              0.0014377
                    144,                0.81625,                0.51007,                 1.2854,                0.77622,                0.77895,                0.78208,                0.54338,                 1.6669,                0.98512,                 2.2174,              0.0014337,              0.0014337,              0.0014337
                    145,                 0.7741,                0.48942,                 1.2317,                0.80066,                0.75789,                0.77914,                0.56425,                 1.6291,                 1.0087,                 2.2143,              0.0014298,              0.0014298,              0.0014298
                    146,                0.71779,                0.51067,                 1.2078,                0.78948,                0.75789,                0.77311,                0.57494,                 1.5865,                 1.0531,                 2.1857,              0.0014258,              0.0014258,              0.0014258
                    147,                0.73392,                0.47884,                 1.2316,                0.76606,                0.76842,                0.77961,                0.56554,                 1.5955,                 1.0406,                 2.1812,              0.0014218,              0.0014218,              0.0014218
                    148,                0.80963,                0.50098,                 1.2917,                0.78936,                0.75789,                0.78659,                0.57525,                 1.6243,                 1.0245,                 2.2353,              0.0014179,              0.0014179,              0.0014179
                    149,                0.66709,                0.46891,                 1.1503,                0.80145,                0.78947,                0.79079,                0.59142,                 1.5922,                 1.0386,                 2.2108,              0.0014139,              0.0014139,              0.0014139
                    150,                 0.7069,                0.48014,                 1.1711,                0.79431,                0.77895,                0.77781,                0.59618,                 1.5781,                 1.0797,                 2.1873,                0.00141,                0.00141,                0.00141
                    151,                 0.7707,                0.54415,                 1.2312,                0.80483,                0.77895,                0.77513,                 0.5745,                 1.5719,                 1.1349,                 2.1608,               0.001406,               0.001406,               0.001406
                    152,                0.75338,                0.49453,                 1.2177,                0.71605,                0.76842,                0.74383,                0.55694,                 1.5493,                 1.2254,                 2.1425,               0.001402,               0.001402,               0.001402
                    153,                0.73793,                0.46634,                 1.2139,                0.71228,                0.75789,                0.71005,                0.52463,                 1.5801,                 1.1857,                 2.2312,              0.0013981,              0.0013981,              0.0013981
                    154,                0.78191,                0.45988,                 1.2586,                0.72028,                0.77895,                0.68632,                0.47137,                  1.648,                 1.1618,                 2.3259,              0.0013941,              0.0013941,              0.0013941
                    155,                0.78447,                0.48353,                 1.2322,                0.74435,                0.78947,                0.73889,                0.51471,                 1.6697,                 1.0393,                 2.3994,              0.0013902,              0.0013902,              0.0013902
                    156,                0.75166,                0.49035,                 1.2228,                0.73496,                0.76842,                0.75915,                 0.5669,                 1.6549,                  1.068,                 2.3391,              0.0013862,              0.0013862,              0.0013862
                    157,                0.70541,                0.49079,                  1.177,                0.75152,                0.76409,                0.78314,                0.58409,                 1.6229,                 1.0401,                 2.2766,              0.0013822,              0.0013822,              0.0013822
                    158,                0.74766,                 0.5483,                 1.2113,                0.77599,                0.81053,                0.82152,                0.58542,                 1.6075,                  1.037,                 2.1761,              0.0013783,              0.0013783,              0.0013783
                    159,                0.71593,                0.50483,                  1.213,                0.77675,                0.76913,                0.79751,                0.56692,                 1.6098,                 1.0662,                 2.1352,              0.0013743,              0.0013743,              0.0013743
                    160,                0.72316,                0.49167,                 1.2122,                0.69124,                0.75789,                0.75058,                0.55421,                 1.5925,                 1.1239,                 2.1896,              0.0013704,              0.0013704,              0.0013704
                    161,                0.73274,                0.46214,                  1.218,                  0.626,                0.78947,                0.69791,                0.51361,                 1.6164,                 1.2401,                 2.2719,              0.0013664,              0.0013664,              0.0013664
                    162,                 0.8356,                0.47302,                  1.303,                 0.6364,                0.78947,                0.71108,                 0.5128,                 1.6538,                 1.2199,                 2.3558,              0.0013624,              0.0013624,              0.0013624
                    163,                0.74743,                0.43703,                 1.2155,                0.72314,                    0.8,                0.76744,                0.56399,                 1.6166,                 1.0565,                 2.3454,              0.0013585,              0.0013585,              0.0013585
                    164,                0.66263,                0.44141,                 1.1419,                0.80643,                0.81053,                0.79079,                0.59838,                 1.5902,                0.99532,                 2.3531,              0.0013545,              0.0013545,              0.0013545
                    165,                0.72495,                0.49626,                 1.2072,                0.78542,                0.78947,                0.77737,                0.59129,                 1.6179,                0.99427,                 2.3657,              0.0013506,              0.0013506,              0.0013506
                    166,                0.66481,                0.43222,                 1.1422,                0.80369,                0.77572,                0.79806,                0.58624,                 1.6549,                0.97404,                 2.3632,              0.0013466,              0.0013466,              0.0013466
                    167,                0.70649,                0.45536,                 1.1958,                0.83192,                0.78151,                0.79664,                0.58822,                 1.6453,                0.96657,                 2.3343,              0.0013426,              0.0013426,              0.0013426
                    168,                0.77278,                0.50282,                 1.2314,                0.80726,                0.79359,                0.81445,                0.61457,                 1.5979,                0.95484,                 2.3398,              0.0013387,              0.0013387,              0.0013387
                    169,                0.67087,                0.42534,                 1.1784,                0.77851,                0.77895,                0.80628,                0.60233,                 1.5572,                0.97811,                 2.2918,              0.0013347,              0.0013347,              0.0013347
                    170,                0.66379,                 0.4223,                 1.1673,                0.71241,                0.71579,                0.72054,                0.52589,                 1.5771,                 1.1455,                  2.265,              0.0013308,              0.0013308,              0.0013308
                    171,                0.65362,                0.42689,                 1.1431,                0.78029,                0.78947,                 0.7997,                0.54596,                 1.6237,                 1.0284,                 2.2343,              0.0013268,              0.0013268,              0.0013268
                    172,                0.68145,                0.42988,                 1.1722,                0.82563,                0.82105,                0.82453,                0.55897,                 1.6551,                 0.9771,                 2.2469,              0.0013228,              0.0013228,              0.0013228
                    173,                0.78014,                0.47214,                 1.2588,                0.83428,                0.79493,                 0.8207,                0.58899,                 1.5996,                 1.0082,                 2.1395,              0.0013189,              0.0013189,              0.0013189
                    174,                0.66607,                0.42884,                   1.18,                0.82447,                0.81053,                0.82406,                0.60461,                 1.5756,                0.98226,                 2.1276,              0.0013149,              0.0013149,              0.0013149
                    175,                 0.7003,                0.43711,                 1.1733,                0.80296,                    0.8,                0.81629,                0.60279,                 1.5496,                 1.0298,                 2.0974,               0.001311,               0.001311,               0.001311
                    176,                 0.7515,                0.44313,                 1.2248,                0.76943,                0.78947,                 0.7994,                 0.5866,                 1.5404,                 1.0996,                 2.0514,               0.001307,               0.001307,               0.001307
                    177,                0.70045,                0.41311,                  1.182,                0.73985,                0.74839,                0.77681,                0.58353,                 1.5475,                 1.1434,                 2.1078,               0.001303,               0.001303,               0.001303
                    178,                0.69579,                0.43458,                 1.1889,                0.78785,                0.71579,                0.76025,                0.58896,                 1.5608,                 1.1437,                 2.1667,              0.0012991,              0.0012991,              0.0012991
                    179,                0.65386,                0.41414,                 1.1453,                0.73451,                0.73684,                0.73101,                0.55397,                 1.6036,                 1.1691,                 2.2084,              0.0012951,              0.0012951,              0.0012951
                    180,                 0.6925,                0.46653,                 1.1847,                0.68077,                0.74737,                0.68032,                0.50452,                 1.6101,                 1.2895,                 2.1604,              0.0012912,              0.0012912,              0.0012912
                    181,                0.70325,                0.42562,                 1.1774,                0.73389,                0.75479,                0.73769,                0.55813,                 1.5563,                 1.1668,                 2.1592,              0.0012872,              0.0012872,              0.0012872
                    182,                0.64048,                0.42472,                 1.1226,                0.78065,                0.77895,                0.78416,                0.58123,                 1.5539,                 1.0231,                  2.241,              0.0012832,              0.0012832,              0.0012832
                    183,                0.66994,                0.41837,                 1.1418,                0.79154,                0.78947,                0.78215,                0.56732,                 1.6076,                0.99306,                 2.3877,              0.0012793,              0.0012793,              0.0012793
                    184,                0.60549,                0.41117,                 1.1199,                 0.7837,                0.80095,                0.77817,                0.55722,                 1.6546,                0.96334,                 2.5334,              0.0012753,              0.0012753,              0.0012753
                    185,                0.61049,                0.37471,                 1.1157,                0.75962,                0.82105,                0.77563,                0.56495,                 1.6587,                0.98321,                 2.5656,              0.0012714,              0.0012714,              0.0012714
                    186,                0.64786,                 0.3883,                 1.1251,                0.76492,                0.83158,                0.77852,                0.56102,                 1.6834,                 1.0326,                 2.5562,              0.0012674,              0.0012674,              0.0012674
                    187,                0.65704,                0.41562,                 1.1685,                0.77385,                0.82105,                0.78941,                0.56565,                 1.6933,                 1.0465,                 2.5479,              0.0012634,              0.0012634,              0.0012634
                    188,                0.61711,                0.36614,                 1.1115,                0.78994,                0.79173,                 0.8127,                0.60467,                 1.6526,                 1.0104,                 2.5461,              0.0012595,              0.0012595,              0.0012595
                    189,                0.69293,                0.38825,                 1.1691,                 0.8339,                    0.8,                0.83332,                0.63204,                 1.6404,                0.96632,                 2.4992,              0.0012555,              0.0012555,              0.0012555
                    190,                0.63245,                0.41712,                 1.1208,                0.83458,                    0.8,                0.81831,                 0.6295,                 1.6223,                0.98644,                 2.4278,              0.0012516,              0.0012516,              0.0012516
                    191,                0.63394,                0.40613,                 1.1146,                0.80846,                0.78947,                0.80931,                0.60285,                 1.6762,                0.95931,                 2.4638,              0.0012476,              0.0012476,              0.0012476
                    192,                0.62415,                0.39924,                 1.1153,                0.79917,                0.81053,                0.81252,                0.58314,                 1.6797,                 1.0184,                 2.4386,              0.0012436,              0.0012436,              0.0012436
                    193,                0.65988,                0.42148,                 1.1717,                0.76458,                0.78631,                 0.8044,                0.59107,                  1.644,                 1.0442,                 2.4116,              0.0012397,              0.0012397,              0.0012397
                    194,                0.52724,                0.38011,                  1.056,                0.76074,                0.81053,                0.81772,                0.60938,                 1.6001,                 1.0058,                 2.3287,              0.0012357,              0.0012357,              0.0012357
                    195,                 0.5189,                0.37084,                 1.0629,                 0.8247,                0.79237,                0.82805,                 0.6269,                  1.594,                0.98764,                 2.2852,              0.0012318,              0.0012318,              0.0012318
                    196,                0.59858,                0.38515,                 1.0766,                0.83334,                0.78949,                 0.8379,                0.62137,                 1.5971,                 1.0216,                 2.2243,              0.0012278,              0.0012278,              0.0012278
                    197,                0.52057,                0.34572,                 1.0546,                0.82446,                0.79103,                0.83881,                0.62691,                  1.577,                 1.0256,                  2.146,              0.0012238,              0.0012238,              0.0012238
                    198,                0.59943,                0.38469,                 1.0905,                0.86836,                0.78947,                0.85828,                0.61859,                 1.5959,                 1.0531,                 2.1445,              0.0012199,              0.0012199,              0.0012199
                    199,                0.67237,                 0.4036,                 1.1702,                0.87026,                0.77671,                0.84362,                0.61088,                 1.6035,                 1.0579,                 2.1966,              0.0012159,              0.0012159,              0.0012159
                    200,                0.53882,                0.37703,                 1.0626,                0.82874,                 0.7641,                 0.8237,                0.61764,                 1.5097,                 1.0907,                 2.1677,               0.001212,               0.001212,               0.001212
                    201,                0.54413,                0.36313,                  1.051,                0.75977,                0.77895,                 0.7917,                 0.6035,                 1.5077,                 1.1219,                 2.1797,               0.001208,               0.001208,               0.001208
                    202,                0.61345,                0.36732,                 1.1083,                 0.7597,                0.77895,                0.74682,                 0.5707,                 1.5351,                  1.192,                 2.2317,               0.001204,               0.001204,               0.001204
                    203,                0.58281,                0.40959,                 1.1036,                 0.7392,                0.76842,                0.71516,                0.54096,                 1.5712,                 1.2115,                 2.3325,              0.0012001,              0.0012001,              0.0012001
                    204,                0.55167,                0.38799,                 1.0772,                0.74919,                0.77895,                0.73119,                0.55826,                 1.5992,                 1.1326,                 2.4534,              0.0011961,              0.0011961,              0.0011961
                    205,                0.56677,                0.39066,                 1.0946,                0.74104,                    0.8,                0.77414,                0.60112,                 1.6419,                 1.0985,                 2.5727,              0.0011922,              0.0011922,              0.0011922
                    206,                0.60537,                0.38637,                 1.1105,                0.74744,                    0.8,                0.79031,                0.61047,                 1.6812,                  1.058,                 2.6479,              0.0011882,              0.0011882,              0.0011882
                    207,                0.55463,                0.35548,                 1.0327,                0.77772,                0.76842,                0.75638,                0.59015,                 1.6062,                 1.0944,                 2.5603,              0.0011842,              0.0011842,              0.0011842
                    208,                0.62449,                0.39106,                 1.1045,                0.77008,                0.77566,                0.75011,                 0.5876,                 1.5207,                 1.1604,                 2.4476,              0.0011803,              0.0011803,              0.0011803
                    209,                0.51696,                0.35904,                 1.0223,                 0.7683,                0.76842,                0.77324,                0.60058,                 1.5481,                 1.0965,                 2.5227,              0.0011763,              0.0011763,              0.0011763
                    210,                0.58979,                0.38925,                 1.0681,                0.78068,                    0.8,                0.77716,                0.60051,                   1.55,                 1.0777,                 2.4764,              0.0011724,              0.0011724,              0.0011724
                    211,                0.58389,                0.37492,                 1.0951,                0.78937,                    0.8,                0.78721,                 0.5992,                 1.5725,                 1.0447,                 2.4818,              0.0011684,              0.0011684,              0.0011684
                    212,                0.52163,                0.35164,                 1.0462,                0.76516,                0.78883,                0.76334,                0.57833,                 1.6072,                 1.0516,                 2.5047,              0.0011644,              0.0011644,              0.0011644
                    213,                0.52567,                0.35142,                 1.0303,                0.82008,                0.76842,                 0.7974,                0.60211,                 1.6151,                 1.0311,                  2.558,              0.0011605,              0.0011605,              0.0011605
                    214,                0.50038,                0.35711,                  1.043,                0.79137,                    0.8,                 0.7976,                0.61232,                 1.6067,                 1.0752,                 2.5907,              0.0011565,              0.0011565,              0.0011565
                    215,                0.53287,                0.35948,                 1.0339,                0.79219,                0.81053,                0.79224,                0.61645,                 1.6032,                 1.0626,                  2.645,              0.0011526,              0.0011526,              0.0011526
                    216,                0.51499,                  0.339,                 1.0278,                0.79022,                0.78947,                0.79466,                0.63128,                  1.555,                 1.0705,                 2.5182,              0.0011486,              0.0011486,              0.0011486
                    217,                0.54581,                0.35363,                 1.0316,                0.77475,                0.77895,                0.78924,                0.63617,                 1.5358,                 1.0996,                 2.4103,              0.0011446,              0.0011446,              0.0011446
                    218,                0.54439,                0.35916,                 1.0853,                0.73399,                    0.8,                0.77399,                0.61978,                 1.5452,                 1.1639,                 2.3489,              0.0011407,              0.0011407,              0.0011407
                    219,                0.52765,                 0.3503,                 1.0355,                0.75517,                0.71432,                0.74211,                0.58488,                 1.5309,                 1.3236,                 2.2883,              0.0011367,              0.0011367,              0.0011367
                    220,                0.54749,                0.38688,                 1.0372,                 0.7408,                0.78947,                 0.7524,                0.58687,                 1.6323,                 1.1655,                 2.5841,              0.0011328,              0.0011328,              0.0011328
                    221,                0.53528,                0.35503,                 1.0512,                 0.7977,                0.82105,                0.80044,                 0.5924,                 1.6478,                 1.1197,                  2.765,              0.0011288,              0.0011288,              0.0011288
                    222,                0.48713,                0.36901,                 1.0281,                0.83996,                0.82105,                0.82191,                0.60134,                 1.6111,                 1.0732,                 2.6562,              0.0011248,              0.0011248,              0.0011248
                    223,                0.52068,                0.38099,                 1.0364,                 0.8343,                0.81053,                 0.8219,                0.63505,                 1.5195,                 1.0436,                 2.4762,              0.0011209,              0.0011209,              0.0011209
                    224,                0.51109,                0.39506,                 1.0343,                0.83469,                0.81053,                0.82854,                0.64472,                 1.4754,                 1.0309,                 2.3954,              0.0011169,              0.0011169,              0.0011169
                    225,                0.51889,                0.36524,                  1.035,                0.83864,                0.82061,                0.83658,                0.61959,                 1.5198,                0.99925,                 2.4167,               0.001113,               0.001113,               0.001113
                    226,                0.51149,                 0.3517,                 1.0547,                 0.8429,                0.79072,                0.82942,                0.60977,                 1.5792,                0.96353,                 2.4965,               0.001109,               0.001109,               0.001109
                    227,                0.52592,                  0.342,                 1.0422,                0.84342,                0.79383,                0.82785,                0.61869,                 1.5694,                0.97789,                 2.4612,               0.001105,               0.001105,               0.001105
                    228,                0.58242,                0.35338,                 1.0656,                0.82594,                0.81053,                0.83446,                0.63447,                 1.5347,                 1.0061,                 2.4352,              0.0011011,              0.0011011,              0.0011011
                    229,                0.46117,                0.32294,                 1.0061,                0.81665,                0.81053,                0.83079,                0.63005,                 1.5103,                 1.0378,                 2.4055,              0.0010971,              0.0010971,              0.0010971
                    230,                0.53922,                 0.3744,                  1.038,                0.80935,                    0.8,                0.83197,                 0.6407,                  1.498,                 1.0411,                 2.4011,              0.0010932,              0.0010932,              0.0010932
                    231,                0.48052,                0.34298,                 1.0095,                0.79702,                    0.8,                0.81908,                0.64431,                 1.5015,                 1.0624,                  2.396,              0.0010892,              0.0010892,              0.0010892
                    232,                0.49166,                0.33262,                 1.0236,                0.79204,                0.80185,                0.80784,                0.61253,                 1.5664,                 1.0483,                  2.534,              0.0010852,              0.0010852,              0.0010852
                    233,                0.48151,                0.36251,                 1.0102,                0.78636,                0.84211,                0.82784,                0.56172,                 1.7537,                 1.0912,                 2.7713,              0.0010813,              0.0010813,              0.0010813
                    234,                0.48106,                0.37695,                 1.0233,                0.82783,                0.80982,                0.84037,                0.54276,                 1.8916,                  1.036,                 3.0022,              0.0010773,              0.0010773,              0.0010773
                    235,                0.52275,                 0.3616,                 1.0423,                0.80178,                0.80899,                0.81609,                0.56584,                 1.8234,                0.99306,                 2.9169,              0.0010734,              0.0010734,              0.0010734
                    236,                0.48584,                0.36451,                 1.0414,                0.79949,                0.79749,                0.81825,                0.62415,                 1.6441,                0.96356,                 2.7739,              0.0010694,              0.0010694,              0.0010694
                    237,                0.47896,                0.38146,                 1.0075,                 0.7951,                    0.8,                0.82004,                0.63566,                 1.5663,                0.97787,                 2.6628,              0.0010654,              0.0010654,              0.0010654
                    238,                0.52647,                 0.3585,                 1.0578,                0.79463,                0.77387,                0.78707,                0.61353,                  1.529,                 1.0813,                 2.4557,              0.0010615,              0.0010615,              0.0010615
                    239,                0.42393,                0.32452,                 1.0016,                0.75937,                0.76842,                0.71809,                0.54738,                 1.5416,                 1.1546,                 2.3871,              0.0010575,              0.0010575,              0.0010575
                    240,                0.46896,                0.33252,                 1.0102,                0.73385,                0.78947,                0.68625,                0.52953,                 1.5699,                 1.1791,                 2.4353,              0.0010536,              0.0010536,              0.0010536
                    241,                0.45366,                0.32456,                 1.0073,                 0.7323,                0.77746,                0.68511,                0.54372,                 1.5247,                 1.1945,                 2.3739,              0.0010496,              0.0010496,              0.0010496
                    242,                0.52367,                0.37105,                 1.0628,                0.75163,                0.76454,                0.73446,                0.58821,                 1.5096,                 1.1264,                 2.4107,              0.0010456,              0.0010456,              0.0010456
                    243,                0.41464,                0.29845,                0.97431,                0.77517,                0.79845,                0.77741,                0.61745,                 1.5313,                 1.0961,                 2.5612,              0.0010417,              0.0010417,              0.0010417
                    244,                0.42292,                0.31727,                0.98463,                 0.7726,                0.81053,                0.82386,                0.63142,                 1.5563,                  1.059,                 2.5958,              0.0010377,              0.0010377,              0.0010377
                    245,                0.42837,                 0.3001,                0.96344,                0.77739,                0.80873,                0.82988,                0.62699,                  1.558,                 1.0839,                  2.564,              0.0010338,              0.0010338,              0.0010338
                    246,                 0.4032,                0.30596,                0.95632,                0.80795,                    0.8,                0.82979,                0.62826,                 1.5495,                 1.0841,                 2.5052,              0.0010298,              0.0010298,              0.0010298
                    247,                0.41219,                0.29818,                0.97123,                0.83641,                    0.8,                0.82673,                0.63558,                 1.5171,                 1.0919,                 2.4437,              0.0010258,              0.0010258,              0.0010258
                    248,                0.41866,                0.30495,                 0.9659,                0.83763,                0.81053,                 0.8303,                0.64411,                 1.5158,                  1.075,                 2.4413,              0.0010219,              0.0010219,              0.0010219
                    249,                0.42079,                 0.2952,                0.97735,                 0.8162,                0.81053,                0.81917,                0.63601,                 1.5495,                 1.0591,                 2.5119,              0.0010179,              0.0010179,              0.0010179
                    250,                0.41971,                0.30262,                0.98301,                0.81195,                0.81053,                0.82169,                0.62226,                 1.6008,                 1.0739,                 2.5359,               0.001014,               0.001014,               0.001014
                    251,                 0.3936,                0.27711,                0.96892,                0.79928,                0.81053,                0.83252,                0.63076,                 1.5922,                 1.0614,                 2.4923,                0.00101,                0.00101,                0.00101
                    252,                0.42773,                0.30775,                0.98792,                 0.7854,                0.81053,                0.83949,                0.65155,                  1.547,                 1.0772,                 2.4593,               0.001006,               0.001006,               0.001006
                    253,                0.43113,                0.31717,                0.98962,                0.77544,                0.79968,                0.83514,                 0.6597,                 1.5377,                 1.0417,                 2.4533,              0.0010021,              0.0010021,              0.0010021
                    254,                0.39693,                0.29084,                0.96868,                0.77392,                    0.8,                0.83274,                 0.6462,                 1.5745,                 1.0619,                 2.5294,             0.00099812,             0.00099812,             0.00099812
                    255,                 0.4245,                0.30494,                0.97496,                0.77262,                    0.8,                0.82698,                0.64409,                 1.5599,                 1.1068,                 2.4884,             0.00099416,             0.00099416,             0.00099416
                    256,                0.42206,                0.29174,                0.97846,                0.76173,                0.78947,                0.80857,                0.64215,                 1.5273,                 1.1234,                  2.462,              0.0009902,              0.0009902,              0.0009902
                    257,                0.41106,                0.29376,                0.97482,                0.75907,                0.81053,                0.79866,                0.62464,                  1.481,                 1.1526,                 2.3392,             0.00098624,             0.00098624,             0.00098624
                    258,                0.41886,                 0.3018,                0.95848,                0.81774,                0.78947,                0.80887,                0.61861,                 1.4732,                 1.1345,                 2.3635,             0.00098228,             0.00098228,             0.00098228
                    259,                0.39528,                0.29555,                0.95632,                0.80743,                0.77895,                0.81073,                0.63131,                 1.5027,                  1.087,                 2.4502,             0.00097832,             0.00097832,             0.00097832
                    260,                0.44584,                0.33599,                 1.0151,                0.80413,                    0.8,                0.81875,                0.63432,                 1.5072,                 1.1045,                 2.4206,             0.00097436,             0.00097436,             0.00097436
                    261,                0.38923,                0.28608,                0.95161,                0.76215,                    0.8,                0.78343,                0.61741,                 1.4645,                   1.17,                 2.3447,              0.0009704,              0.0009704,              0.0009704
                    262,                0.38427,                0.29073,                 0.9412,                 0.7268,                0.74737,                0.72832,                0.56885,                 1.5323,                 1.2642,                 2.4633,             0.00096644,             0.00096644,             0.00096644
                    263,                0.37963,                0.27065,                0.93664,                0.64807,                    0.8,                0.69164,                0.53639,                  1.581,                 1.4009,                 2.5843,             0.00096248,             0.00096248,             0.00096248
                    264,                0.38365,                0.28482,                0.94802,                0.69458,                0.78947,                 0.7422,                0.56719,                  1.592,                 1.3223,                 2.6316,             0.00095852,             0.00095852,             0.00095852
                    265,                0.41869,                0.29394,                0.97622,                0.75588,                0.81053,                0.80544,                 0.6098,                 1.5643,                 1.1783,                 2.6141,             0.00095456,             0.00095456,             0.00095456
                    266,                0.38705,                0.27445,                0.96409,                0.76891,                0.81053,                 0.8035,                0.61585,                 1.5446,                 1.1278,                 2.5829,              0.0009506,              0.0009506,              0.0009506
                    267,                0.40266,                0.28468,                0.96789,                  0.776,                0.80226,                0.79776,                0.60328,                 1.5724,                 1.0957,                 2.5748,             0.00094664,             0.00094664,             0.00094664
                    268,                0.39273,                0.29177,                0.96614,                0.79015,                0.81053,                0.80625,                0.60334,                 1.6077,                 1.1137,                 2.6783,             0.00094268,             0.00094268,             0.00094268
                    269,                0.43861,                0.30253,                0.99221,                0.80027,                0.81053,                0.79758,                0.60945,                 1.6112,                 1.0635,                 2.7898,             0.00093872,             0.00093872,             0.00093872
                    270,                0.41494,                0.29032,                0.96577,                0.81122,                0.81053,                0.79728,                0.61633,                 1.5648,                 1.0716,                 2.7132,             0.00093476,             0.00093476,             0.00093476
                    271,                0.39872,                0.26978,                0.95766,                0.81272,                0.81053,                0.80057,                0.62542,                 1.5488,                 1.0729,                  2.624,              0.0009308,              0.0009308,              0.0009308
                    272,                0.38717,                0.28078,                0.95183,                 0.7786,                0.77895,                0.80194,                0.63482,                 1.5518,                 1.0585,                 2.6055,             0.00092684,             0.00092684,             0.00092684
                    273,                0.37555,                0.28277,                0.97104,                0.79767,                0.78851,                0.81958,                0.64044,                 1.5463,                 1.0622,                 2.5909,             0.00092288,             0.00092288,             0.00092288
                    274,                0.34845,                0.27243,                0.93559,                0.81458,                    0.8,                0.83331,                0.62836,                 1.5855,                 1.0433,                 2.6506,             0.00091892,             0.00091892,             0.00091892
                    275,                0.40009,                0.29543,                0.95567,                0.79663,                0.78947,                 0.8148,                0.61433,                 1.6133,                 1.0697,                 2.6494,             0.00091496,             0.00091496,             0.00091496
                    276,                0.37427,                0.27659,                0.94947,                0.80518,                0.77895,                0.80763,                0.61757,                 1.5916,                 1.0552,                 2.6385,               0.000911,               0.000911,               0.000911
                    277,                0.40557,                0.28688,                0.97416,                0.78906,                    0.8,                0.80272,                 0.6279,                 1.5271,                 1.0904,                 2.5629,             0.00090704,             0.00090704,             0.00090704
                    278,                0.35585,                0.26546,                0.94038,                0.78541,                0.81053,                0.81471,                0.62745,                 1.5531,                 1.1003,                 2.6766,             0.00090308,             0.00090308,             0.00090308
                    279,                0.36776,                0.27633,                0.95672,                0.77945,                0.81843,                0.83262,                0.63039,                 1.6237,                 1.0984,                 2.8423,             0.00089912,             0.00089912,             0.00089912
                    280,                0.41326,                0.29648,                0.95312,                0.76808,                0.80182,                0.83139,                0.64001,                 1.6139,                 1.0262,                 2.8761,             0.00089516,             0.00089516,             0.00089516
                    281,                0.37599,                0.26839,                0.94256,                 0.7839,                0.80187,                0.83002,                0.64517,                 1.5962,                 1.0243,                 2.8112,              0.0008912,              0.0008912,              0.0008912
                    282,                0.33642,                0.26085,                0.92314,                0.79233,                    0.8,                0.81841,                0.64743,                 1.5599,                 1.0581,                 2.6474,             0.00088724,             0.00088724,             0.00088724
                    283,                0.39446,                0.27049,                0.95373,                0.80809,                    0.8,                0.82138,                0.65587,                 1.4953,                 1.0929,                 2.5033,             0.00088328,             0.00088328,             0.00088328
                    284,                 0.3423,                0.26017,                0.90094,                0.79554,                0.78947,                0.81708,                0.66539,                  1.458,                 1.1108,                 2.4952,             0.00087932,             0.00087932,             0.00087932
                    285,                0.38442,                0.28264,                   0.94,                0.77989,                0.78947,                0.80929,                0.65215,                 1.5189,                 1.0826,                 2.6544,             0.00087536,             0.00087536,             0.00087536
                    286,                0.36482,                0.26294,                0.94043,                0.77875,                0.78947,                0.79376,                0.62427,                 1.5437,                 1.1455,                 2.5791,              0.0008714,              0.0008714,              0.0008714
                    287,                0.35515,                0.25698,                0.93569,                0.79692,                0.81053,                0.79926,                0.62055,                 1.5147,                 1.1578,                 2.4853,             0.00086744,             0.00086744,             0.00086744
                    288,                0.36433,                 0.2822,                0.95151,                0.78665,                0.77895,                0.77837,                0.62738,                 1.4749,                 1.1405,                 2.4626,             0.00086348,             0.00086348,             0.00086348
                    289,                0.39091,                0.27934,                0.92018,                0.79768,                0.78855,                0.79147,                0.63041,                 1.4602,                 1.1618,                 2.4647,             0.00085952,             0.00085952,             0.00085952
                    290,                0.39466,                 0.2668,                0.95631,                0.80003,                0.82105,                0.79851,                0.61144,                 1.4923,                 1.1396,                 2.5046,             0.00085556,             0.00085556,             0.00085556
                    291,                0.34819,                0.25734,                0.93082,                0.79759,                0.81053,                0.77934,                0.59683,                 1.5296,                 1.1238,                 2.5306,              0.0008516,              0.0008516,              0.0008516
                    292,                0.33911,                0.25227,                0.92326,                0.78306,                    0.8,                0.76507,                0.58004,                 1.5404,                 1.1141,                 2.5537,             0.00084764,             0.00084764,             0.00084764
                    293,                0.38893,                0.29976,                0.95789,                0.79175,                    0.8,                0.76658,                0.58715,                 1.5188,                 1.1254,                 2.5257,             0.00084368,             0.00084368,             0.00084368
                    294,                0.34066,                 0.2581,                0.93388,                0.78185,                    0.8,                0.78932,                0.60579,                 1.5228,                 1.1007,                 2.6004,             0.00083972,             0.00083972,             0.00083972
                    295,                0.35622,                0.26979,                0.92924,                0.77388,                0.79261,                0.78929,                0.61507,                 1.5624,                 1.0826,                 2.7281,             0.00083576,             0.00083576,             0.00083576
                    296,                0.31997,                0.24329,                0.91953,                0.77071,                    0.8,                0.79655,                0.61832,                 1.5644,                 1.0239,                 2.8244,              0.0008318,              0.0008318,              0.0008318
                    297,                0.35096,                0.29043,                0.92587,                0.78157,                0.79097,                0.80172,                0.62158,                 1.5695,                0.99082,                 2.8208,             0.00082784,             0.00082784,             0.00082784
