                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.9813,                 2.7037,                 2.3031,                 0.0123,                0.02105,                0.00117,                0.00025,                    nan,                    nan,                    nan,              0.0015248,              0.0015248,              0.0015248
                     14,                 1.9069,                 2.5425,                 2.1747,                 0.0123,                0.02105,                0.00117,                0.00025,                    nan,                    nan,                    nan,              0.0014852,              0.0014852,              0.0014852
                     15,                 1.8608,                 2.3863,                 1.9983,                 0.0123,                0.02105,                0.00117,                0.00025,                    nan,                    nan,                    nan,              0.0014456,              0.0014456,              0.0014456
                     16,                  1.825,                 2.3175,                 1.9547,                 0.0123,                0.02105,                0.00117,                0.00025,                    nan,                    nan,                    nan,               0.001406,               0.001406,               0.001406
                     17,                 1.7959,                 2.2065,                 1.9885,                 0.0123,                0.02105,                0.00117,                0.00025,                    nan,                    nan,                    nan,              0.0013664,              0.0013664,              0.0013664
                     18,                 1.8013,                 2.1676,                 2.0384,                0.08552,                0.34737,                0.08359,                0.03405,                 2.5229,                 3.7173,                 3.9983,              0.0013268,              0.0013268,              0.0013268
                     19,                 1.7413,                 2.0977,                 1.9402,                 0.0712,                0.18947,                0.06562,                  0.028,                 2.7856,                 3.9215,                 10.306,              0.0012872,              0.0012872,              0.0012872
                     20,                 1.7107,                 2.1424,                 1.8774,                0.12525,                0.13684,                0.08633,                0.03976,                 2.9417,                 4.1707,                 8.2319,              0.0012476,              0.0012476,              0.0012476
                     21,                 1.7093,                 2.1065,                 1.8405,                0.12525,                0.13684,                0.08633,                0.03976,                 3.6676,                 4.0169,                 25.182,               0.001208,               0.001208,               0.001208
                     22,                 1.6455,                  1.909,                 1.8227,                0.11835,                0.15789,                0.06754,                0.01739,                 2.6299,                  4.232,                 11.679,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.5888,                 1.8877,                 1.8261,                0.11726,                0.17895,                0.06718,                0.02669,                 2.7371,                 6.5182,                 14.414,              0.0011288,              0.0011288,              0.0011288
                     24,                 1.6123,                 1.9606,                 1.8348,                0.02728,                0.05263,                0.00765,                0.00213,                  4.302,                 5.5595,                 9.4047,              0.0010892,              0.0010892,              0.0010892
                     25,                 1.6219,                 1.8053,                 1.8536,                0.05541,                0.06316,                0.04658,                0.01341,                 2.3693,                 4.1986,                 5.2057,              0.0010496,              0.0010496,              0.0010496
                     26,                 1.6426,                 1.9277,                 1.8126,                0.49951,                0.54737,                0.50153,                 0.1963,                  2.108,                 4.6394,                 2.9803,                0.00101,                0.00101,                0.00101
                     27,                 1.5184,                 1.7797,                 1.7704,                0.38062,                0.57895,                0.45929,                0.24904,                 2.1264,                 4.9732,                 2.5231,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.5322,                 1.8312,                 1.7671,                0.41912,                0.63799,                0.48917,                0.24966,                 1.9273,                  3.413,                 2.1659,              0.0009308,              0.0009308,              0.0009308
                     29,                 1.5293,                 1.6901,                 1.7867,                0.53382,                0.67368,                 0.5975,                0.30502,                 1.9258,                 3.0469,                 2.1804,              0.0008912,              0.0008912,              0.0008912
                     30,                 1.5052,                 1.7462,                 1.7208,                0.63106,                0.75622,                0.67803,                0.35233,                  1.957,                 3.5228,                 2.2904,              0.0008516,              0.0008516,              0.0008516
                     31,                  1.496,                 1.6365,                 1.7654,                0.62083,                0.74114,                0.67079,                0.35266,                 1.9143,                 2.9104,                 2.2732,               0.000812,               0.000812,               0.000812
                     32,                 1.4312,                  1.572,                 1.7189,                0.67678,                0.69474,                0.66557,                0.37994,                 1.8655,                 1.9576,                 2.2016,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.3901,                 1.6619,                  1.675,                0.57864,                0.76842,                0.70675,                0.35949,                 1.8623,                 1.6112,                 2.1163,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.3749,                 1.5651,                 1.6405,                 0.6287,                0.67732,                0.72887,                0.35966,                 1.8278,                 1.5947,                 2.0536,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.4188,                 1.4907,                 1.7192,                 0.6642,                0.70793,                0.71859,                0.36309,                 1.8997,                  1.772,                 2.1957,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.3287,                 1.3928,                 1.6487,                0.70312,                0.68421,                0.72259,                0.34341,                 1.8858,                 2.2223,                 2.2235,               0.000614,               0.000614,               0.000614
                     37,                 1.4463,                 1.5106,                 1.7483,                 0.7954,                0.67368,                0.75533,                0.38179,                 1.8053,                 2.2102,                 2.1596,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.3652,                 1.5607,                 1.7005,                0.73185,                0.68952,                0.76351,                0.40498,                 1.7886,                 1.8218,                 2.0967,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.4069,                 1.5042,                 1.7434,                0.74479,                0.66316,                0.75425,                0.42884,                 1.7923,                  1.506,                 2.0541,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.3466,                 1.3989,                 1.6721,                0.81185,                0.70526,                0.77218,                0.41714,                 1.8255,                 1.4301,                 2.0428,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.2994,                 1.3429,                 1.6603,                0.80134,                0.72183,                0.77303,                0.41715,                 1.8064,                 1.4114,                 2.0316,               0.000416,               0.000416,               0.000416
                     42,                 1.3525,                 1.3811,                 1.6837,                0.76952,                0.78947,                0.79142,                0.45032,                 1.7318,                 1.3379,                 1.9775,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.2225,                 1.2303,                  1.562,                0.76155,                0.76842,                0.77736,                0.48217,                 1.6613,                 1.2845,                 1.9314,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.2537,                  1.182,                 1.6366,                0.77975,                0.74533,                0.77306,                0.48294,                 1.6192,                 1.3044,                 1.9083,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.2944,                 1.3781,                 1.6577,                0.76831,                0.77895,                 0.7745,                0.46145,                 1.6361,                 1.3582,                  1.924,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.1957,                  1.217,                 1.5834,                0.79669,                0.75789,                0.77282,                0.44108,                 1.6622,                  1.365,                 1.9503,               0.000218,               0.000218,               0.000218
                     47,                 1.1885,                 1.0834,                  1.573,                0.80506,                0.78249,                 0.7912,                0.44713,                 1.6485,                  1.334,                 1.9236,              0.0001784,              0.0001784,              0.0001784
                     48,                  1.167,                 1.1258,                 1.5954,                0.81324,                0.77921,                0.79739,                0.47026,                 1.6083,                  1.282,                  1.889,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.1184,                 1.0736,                 1.5144,                0.83134,                0.77831,                0.79253,                0.49399,                 1.5814,                 1.2529,                 1.8601,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                  1.182,                 1.1555,                 1.5661,                0.81308,                0.77841,                0.79897,                0.50975,                 1.5707,                 1.2396,                 1.8483,               5.96e-05,               5.96e-05,               5.96e-05
